sample_id,grid_id,study_area,year,metric,value,name,unit,fragmentation_interpretation
BAL_S2,BAL_0142,Baltic States,2000,enn_mn,288.3390167743926,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S2,BAL_0142,Baltic States,2000,ai,81.54484188698807,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S2,BAL_0142,Baltic States,2006,pland,38.140800000000006,Percentage of landscape,%,Forest habitat amount
BAL_S2,BAL_0142,Baltic States,2006,np,92,Number of patches,count,Absolute patch subdivision
BAL_S2,BAL_0142,Baltic States,2006,pd,0.14720000000000275,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S2,BAL_0142,Baltic States,2006,ed,26.017600000005302,Edge density,m / ha,Density of forest-matrix edges
BAL_S2,BAL_0142,Baltic States,2006,lpi,21.324800000000003,Largest patch index,%,Dominance of the largest forest patch
BAL_S2,BAL_0142,Baltic States,2006,cohesion,98.79219775484603,Patch cohesion index,%,Structural connectedness
BAL_S2,BAL_0142,Baltic States,2006,enn_mn,279.38094481016986,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S2,BAL_0142,Baltic States,2006,ai,83.09793738256592,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S2,BAL_0142,Baltic States,2012,pland,39.075199999999995,Percentage of landscape,%,Forest habitat amount
BAL_S2,BAL_0142,Baltic States,2012,np,89,Number of patches,count,Absolute patch subdivision
BAL_S2,BAL_0142,Baltic States,2012,pd,0.14240000000000264,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S2,BAL_0142,Baltic States,2012,ed,25.830400000004655,Edge density,m / ha,Density of forest-matrix edges
BAL_S2,BAL_0142,Baltic States,2012,lpi,21.9776,Largest patch index,%,Dominance of the largest forest patch
BAL_S2,BAL_0142,Baltic States,2012,cohesion,98.87225092235762,Patch cohesion index,%,Structural connectedness
BAL_S2,BAL_0142,Baltic States,2012,enn_mn,254.41300891003064,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S2,BAL_0142,Baltic States,2012,ai,83.63520224186603,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S2,BAL_0142,Baltic States,2018,pland,38.74720000000001,Percentage of landscape,%,Forest habitat amount
BAL_S2,BAL_0142,Baltic States,2018,np,93,Number of patches,count,Absolute patch subdivision
BAL_S2,BAL_0142,Baltic States,2018,pd,0.14880000000000276,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S2,BAL_0142,Baltic States,2018,ed,25.88480000000389,Edge density,m / ha,Density of forest-matrix edges
BAL_S2,BAL_0142,Baltic States,2018,lpi,20.456000000000003,Largest patch index,%,Dominance of the largest forest patch
BAL_S2,BAL_0142,Baltic States,2018,cohesion,98.72854065016428,Patch cohesion index,%,Structural connectedness
BAL_S2,BAL_0142,Baltic States,2018,enn_mn,256.8198705622313,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S2,BAL_0142,Baltic States,2018,ai,83.46702132080961,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S3,BAL_0148,Baltic States,1990,pland,37.017509915836314,Percentage of landscape,%,Forest habitat amount
BAL_S3,BAL_0148,Baltic States,1990,np,82,Number of patches,count,Absolute patch subdivision
BAL_S3,BAL_0148,Baltic States,1990,pd,0.13221115088194757,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S3,BAL_0148,Baltic States,1990,ed,18.156460610753026,Edge density,m / ha,Density of forest-matrix edges
BAL_S3,BAL_0148,Baltic States,1990,lpi,24.020508851697784,Largest patch index,%,Dominance of the largest forest patch
BAL_S3,BAL_0148,Baltic States,1990,cohesion,98.86103686185014,Patch cohesion index,%,Structural connectedness
BAL_S3,BAL_0148,Baltic States,1990,enn_mn,393.23858916829494,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S3,BAL_0148,Baltic States,1990,ai,87.90283684833604,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S3,BAL_0148,Baltic States,2000,pland,33.436522524265584,Percentage of landscape,%,Forest habitat amount
BAL_S3,BAL_0148,Baltic States,2000,np,98,Number of patches,count,Absolute patch subdivision
BAL_S3,BAL_0148,Baltic States,2000,pd,0.1580084486150105,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S3,BAL_0148,Baltic States,2000,ed,19.35281029312138,Edge density,m / ha,Density of forest-matrix edges
BAL_S3,BAL_0148,Baltic States,2000,lpi,20.412111831285674,Largest patch index,%,Dominance of the largest forest patch
BAL_S3,BAL_0148,Baltic States,2000,cohesion,98.63382520570696,Patch cohesion index,%,Structural connectedness
BAL_S3,BAL_0148,Baltic States,2000,enn_mn,376.08360339967754,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S3,BAL_0148,Baltic States,2000,ai,85.7115109136378,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S3,BAL_0148,Baltic States,2006,pland,31.998709989518666,Percentage of landscape,%,Forest habitat amount
BAL_S3,BAL_0148,Baltic States,2006,np,113,Number of patches,count,Absolute patch subdivision
BAL_S3,BAL_0148,Baltic States,2006,pd,0.18221398048859486,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S3,BAL_0148,Baltic States,2006,ed,20.3160525679265,Edge density,m / ha,Density of forest-matrix edges
BAL_S3,BAL_0148,Baltic States,2006,lpi,19.775860678868014,Largest patch index,%,Dominance of the largest forest patch
BAL_S3,BAL_0148,Baltic States,2006,cohesion,98.62846055667886,Patch cohesion index,%,Structural connectedness
BAL_S3,BAL_0148,Baltic States,2006,enn_mn,367.2089027727326,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S3,BAL_0148,Baltic States,2006,ai,84.24605390042126,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S3,BAL_0148,Baltic States,2012,pland,28.22704184471499,Percentage of landscape,%,Forest habitat amount
BAL_S3,BAL_0148,Baltic States,2012,np,123,Number of patches,count,Absolute patch subdivision
BAL_S3,BAL_0148,Baltic States,2012,pd,0.19833911150528466,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S3,BAL_0148,Baltic States,2012,ed,21.109409013946234,Edge density,m / ha,Density of forest-matrix edges
BAL_S3,BAL_0148,Baltic States,2012,lpi,10.589373538660002,Largest patch index,%,Dominance of the largest forest patch
BAL_S3,BAL_0148,Baltic States,2012,cohesion,97.58014924398634,Patch cohesion index,%,Structural connectedness
BAL_S3,BAL_0148,Baltic States,2012,enn_mn,369.1513786709832,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S3,BAL_0148,Baltic States,2012,ai,81.41315297165059,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S3,BAL_0148,Baltic States,2018,pland,27.31435942917036,Percentage of landscape,%,Forest habitat amount
BAL_S3,BAL_0148,Baltic States,2018,np,126,Number of patches,count,Absolute patch subdivision
BAL_S3,BAL_0148,Baltic States,2018,pd,0.2031766508102916,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S3,BAL_0148,Baltic States,2018,ed,20.803031524631148,Edge density,m / ha,Density of forest-matrix edges
BAL_S3,BAL_0148,Baltic States,2018,lpi,8.173828912359914,Largest patch index,%,Dominance of the largest forest patch
BAL_S3,BAL_0148,Baltic States,2018,cohesion,96.94581064582275,Patch cohesion index,%,Structural connectedness
BAL_S3,BAL_0148,Baltic States,2018,enn_mn,371.0730835750104,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S3,BAL_0148,Baltic States,2018,ai,81.08397536960467,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S4,BAL_0194,Baltic States,1990,pland,49.787200000000006,Percentage of landscape,%,Forest habitat amount
BAL_S4,BAL_0194,Baltic States,1990,np,72,Number of patches,count,Absolute patch subdivision
BAL_S4,BAL_0194,Baltic States,1990,pd,0.11520000000000213,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S4,BAL_0194,Baltic States,1990,ed,22.494399999991455,Edge density,m / ha,Density of forest-matrix edges
BAL_S4,BAL_0194,Baltic States,1990,lpi,32.6352,Largest patch index,%,Dominance of the largest forest patch
BAL_S4,BAL_0194,Baltic States,1990,cohesion,99.22982484617917,Patch cohesion index,%,Structural connectedness
BAL_S4,BAL_0194,Baltic States,1990,enn_mn,343.0258018533667,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S4,BAL_0194,Baltic States,1990,ai,88.82047801425317,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S4,BAL_0194,Baltic States,2000,pland,47.921600000000005,Percentage of landscape,%,Forest habitat amount
BAL_S4,BAL_0194,Baltic States,2000,np,82,Number of patches,count,Absolute patch subdivision
BAL_S4,BAL_0194,Baltic States,2000,pd,0.13120000000000243,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S4,BAL_0194,Baltic States,2000,ed,24.033599999990134,Edge density,m / ha,Density of forest-matrix edges
BAL_S4,BAL_0194,Baltic States,2000,lpi,30.670399999999997,Largest patch index,%,Dominance of the largest forest patch
BAL_S4,BAL_0194,Baltic States,2000,cohesion,99.19065318614331,Patch cohesion index,%,Structural connectedness
BAL_S4,BAL_0194,Baltic States,2000,enn_mn,327.87646400626943,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S4,BAL_0194,Baltic States,2000,ai,87.57451095625892,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S4,BAL_0194,Baltic States,2006,pland,47.1856,Percentage of landscape,%,Forest habitat amount
BAL_S4,BAL_0194,Baltic States,2006,np,74,Number of patches,count,Absolute patch subdivision
BAL_S4,BAL_0194,Baltic States,2006,pd,0.11840000000000218,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S4,BAL_0194,Baltic States,2006,ed,24.734399999992554,Edge density,m / ha,Density of forest-matrix edges
BAL_S4,BAL_0194,Baltic States,2006,lpi,29.604800000000004,Largest patch index,%,Dominance of the largest forest patch
BAL_S4,BAL_0194,Baltic States,2006,cohesion,99.11240411844149,Patch cohesion index,%,Structural connectedness
BAL_S4,BAL_0194,Baltic States,2006,enn_mn,323.46744021060647,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S4,BAL_0194,Baltic States,2006,ai,86.99989767727412,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S4,BAL_0194,Baltic States,2012,pland,44.2976,Percentage of landscape,%,Forest habitat amount
BAL_S4,BAL_0194,Baltic States,2012,np,80,Number of patches,count,Absolute patch subdivision
BAL_S4,BAL_0194,Baltic States,2012,pd,0.12800000000000236,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S4,BAL_0194,Baltic States,2012,ed,24.791999999990292,Edge density,m / ha,Density of forest-matrix edges
BAL_S4,BAL_0194,Baltic States,2012,lpi,16.8688,Largest patch index,%,Dominance of the largest forest patch
BAL_S4,BAL_0194,Baltic States,2012,cohesion,98.71961005427647,Patch cohesion index,%,Structural connectedness
BAL_S4,BAL_0194,Baltic States,2012,enn_mn,317.52429833482677,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S4,BAL_0194,Baltic States,2012,ai,86.12256763385963,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S4,BAL_0194,Baltic States,2018,pland,44.0816,Percentage of landscape,%,Forest habitat amount
BAL_S4,BAL_0194,Baltic States,2018,np,82,Number of patches,count,Absolute patch subdivision
BAL_S4,BAL_0194,Baltic States,2018,pd,0.13120000000000243,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S4,BAL_0194,Baltic States,2018,ed,24.76959999999075,Edge density,m / ha,Density of forest-matrix edges
BAL_S4,BAL_0194,Baltic States,2018,lpi,16.7536,Largest patch index,%,Dominance of the largest forest patch
BAL_S4,BAL_0194,Baltic States,2018,cohesion,98.71562418620093,Patch cohesion index,%,Structural connectedness
BAL_S4,BAL_0194,Baltic States,2018,enn_mn,309.1605593325822,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S4,BAL_0194,Baltic States,2018,ai,86.0653642505021,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S5,BAL_0264,Baltic States,1990,pland,54.265600000000006,Percentage of landscape,%,Forest habitat amount
BAL_S5,BAL_0264,Baltic States,1990,np,25,Number of patches,count,Absolute patch subdivision
BAL_S5,BAL_0264,Baltic States,1990,pd,0.040000000000000736,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S5,BAL_0264,Baltic States,1990,ed,17.22399999998432,Edge density,m / ha,Density of forest-matrix edges
BAL_S5,BAL_0264,Baltic States,1990,lpi,50.93600000000001,Largest patch index,%,Dominance of the largest forest patch
BAL_S5,BAL_0264,Baltic States,1990,cohesion,99.75298441608447,Patch cohesion index,%,Structural connectedness
BAL_S5,BAL_0264,Baltic States,1990,enn_mn,373.29593768484654,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S5,BAL_0264,Baltic States,1990,ai,92.12753657560441,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S5,BAL_0264,Baltic States,2000,pland,52.42399999999999,Percentage of landscape,%,Forest habitat amount
BAL_S5,BAL_0264,Baltic States,2000,np,28,Number of patches,count,Absolute patch subdivision
BAL_S5,BAL_0264,Baltic States,2000,pd,0.044800000000000825,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S5,BAL_0264,Baltic States,2000,ed,18.092799999982656,Edge density,m / ha,Density of forest-matrix edges
BAL_S5,BAL_0264,Baltic States,2000,lpi,47.4432,Largest patch index,%,Dominance of the largest forest patch
BAL_S5,BAL_0264,Baltic States,2000,cohesion,99.69049958591864,Patch cohesion index,%,Structural connectedness
BAL_S5,BAL_0264,Baltic States,2000,enn_mn,357.25781554873697,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S5,BAL_0264,Baltic States,2000,ai,91.42050424294504,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S5,BAL_0264,Baltic States,2006,pland,44.820800000000006,Percentage of landscape,%,Forest habitat amount
BAL_S5,BAL_0264,Baltic States,2006,np,44,Number of patches,count,Absolute patch subdivision
BAL_S5,BAL_0264,Baltic States,2006,pd,0.0704000000000013,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S5,BAL_0264,Baltic States,2006,ed,19.39519999998452,Edge density,m / ha,Density of forest-matrix edges
BAL_S5,BAL_0264,Baltic States,2006,lpi,39.0144,Largest patch index,%,Dominance of the largest forest patch
BAL_S5,BAL_0264,Baltic States,2006,cohesion,99.58969728155257,Patch cohesion index,%,Structural connectedness
BAL_S5,BAL_0264,Baltic States,2006,enn_mn,347.93034712922156,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S5,BAL_0264,Baltic States,2006,ai,89.24781382988274,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S5,BAL_0264,Baltic States,2012,pland,48.512,Percentage of landscape,%,Forest habitat amount
BAL_S5,BAL_0264,Baltic States,2012,np,38,Number of patches,count,Absolute patch subdivision
BAL_S5,BAL_0264,Baltic States,2012,pd,0.06080000000000112,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S5,BAL_0264,Baltic States,2012,ed,16.23999999998957,Edge density,m / ha,Density of forest-matrix edges
BAL_S5,BAL_0264,Baltic States,2012,lpi,43.0688,Largest patch index,%,Dominance of the largest forest patch
BAL_S5,BAL_0264,Baltic States,2012,cohesion,99.61194108942325,Patch cohesion index,%,Structural connectedness
BAL_S5,BAL_0264,Baltic States,2012,enn_mn,360.7267384442292,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S5,BAL_0264,Baltic States,2012,ai,91.68864341278135,Aggregation index,%,Aggregation of adjacent forest cells
BAL_S5,BAL_0264,Baltic States,2018,pland,48.7248,Percentage of landscape,%,Forest habitat amount
BAL_S5,BAL_0264,Baltic States,2018,np,38,Number of patches,count,Absolute patch subdivision
BAL_S5,BAL_0264,Baltic States,2018,pd,0.06080000000000112,Patch density,patches / 100 ha,Area-standardized patch subdivision
BAL_S5,BAL_0264,Baltic States,2018,ed,16.239999999990342,Edge density,m / ha,Density of forest-matrix edges
BAL_S5,BAL_0264,Baltic States,2018,lpi,43.2544,Largest patch index,%,Dominance of the largest forest patch
BAL_S5,BAL_0264,Baltic States,2018,cohesion,99.60914900014981,Patch cohesion index,%,Structural connectedness
BAL_S5,BAL_0264,Baltic States,2018,enn_mn,358.3246941667427,Mean nearest-neighbour distance,m,Isolation among forest patches
BAL_S5,BAL_0264,Baltic States,2018,ai,91.7299689543563,Aggregation index,%,Aggregation of adjacent forest cells
